Species,Population,Latitude,Longitude,Year_start,Year_end,Fly_number,Sex,Asymmetry_l2,Asymmetry_l3p,Asymmetry_l3d,Asymmetry_lpd,Asymmetry_l3,Asymmetry_w1,Asymmetry_w2,Asymmetry_w3
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,16,female,0.033,0.025,,,,0.017,0.011,0.022
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,17,female,0.020,0.015,0.008,0.024,0.022,0.008,0.026,0.007
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,18,female,0.047,0.040,0.018,0.057,0.060,0.003,0.008,0.008
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,19,female,0.023,0.024,0.016,0.007,0.008,0.002,0.006,0.021
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,20,female,0.024,0.037,0.013,0.023,0.022,0.009,0.025,0.024
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,21,female,0.015,0.008,0.014,0.006,0.005,0.013,0.015,0.001
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,22,female,0.020,0.014,0.005,0.020,0.019,0.010,0.008,0.009
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,23,female,0.020,0.045,0.039,0.006,0.005,0.015,0.010,0.023
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,24,female,0.002,0.006,0.012,0.019,0.019,0.003,0.008,0.015
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,25,female,0.002,0.041,0.047,0.006,0.007,0.005,0.008,0.017
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,26,female,0.022,0.008,0.029,0.021,0.020,0.023,0.023,0.032
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,27,female,0.005,0.011,0.015,0.026,0.025,0.009,0.016,0.010
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,28,female,0.007,0.006,0.048,0.043,0.041,0.008,0.036,0.017
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,29,female,0.003,0.016,0.003,0.014,0.013,0.012,0.029,0.007
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,30,female,0.004,0.002,0.018,0.020,0.018,0.024,0.004,0.033
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,31,female,0.017,0.038,0.011,0.049,0.048,0.007,0.016,0.013
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,32,female,0.063,0.035,0.013,0.047,0.046,0.006,0.020,0.015
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,33,female,0.008,0.015,,,,0.008,0.005,0.011
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,34,female,0.024,0.021,0.005,0.026,0.025,0.023,0.022,0.011
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,35,female,0.009,0.030,0.000,0.030,0.029,0.016,0.024,0.001
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,36,female,0.001,0.009,0.020,0.029,0.029,0.011,0.009,0.005
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,37,female,0.026,0.008,0.008,0.015,0.016,0.014,0.020,0.018
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,38,female,0.030,0.000,0.068,0.069,0.069,0.021,0.020,0.034
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,39,female,0.013,0.013,0.001,0.012,0.012,0.004,0.013,0.006
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,40,female,0.014,0.007,0.007,0.013,0.014,0.000,0.014,0.025
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,41,female,0.005,0.050,0.029,0.021,0.018,0.028,0.020,0.035
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,42,female,0.015,0.006,0.011,0.018,0.017,0.054,0.054,0.032
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,43,female,0.023,0.007,0.012,0.005,0.004,0.002,0.013,0.013
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,44,female,0.001,0.023,0.022,0.000,0.001,0.025,0.025,0.002
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,45,female,0.008,0.029,0.009,0.020,0.020,0.021,0.007,0.024
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,46,female,0.017,0.028,,,,0.012,0.014,0.007
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,47,female,0.011,0.002,0.005,0.007,0.006,0.012,0.004,0.019
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,50,male,0.018,0.001,0.017,0.016,0.016,0.037,0.028,0.044
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,51,male,0.021,0.021,0.022,0.000,0.000,0.000,0.010,0.023
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,52,male,0.043,0.021,0.075,0.054,0.056,0.025,0.024,0.038
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,53,male,0.060,0.016,0.019,0.004,0.002,0.016,0.015,0.048
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,54,male,0.027,0.022,0.014,0.037,0.034,0.020,0.011,0.038
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,55,male,,,,,,,,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,56,male,0.004,0.033,0.001,0.032,0.031,0.000,0.003,0.002
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,57,male,0.000,0.007,0.015,0.008,0.009,0.028,0.036,0.016
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,58,male,0.002,0.036,0.019,0.018,0.019,0.000,0.026,0.025
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,59,male,0.019,0.019,0.018,0.001,0.002,0.013,0.002,0.016
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,60,male,0.046,0.022,0.002,0.020,0.019,0.026,0.006,0.055
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,61,male,0.013,0.003,0.009,0.012,0.012,0.006,0.004,0.008
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,62,male,0.000,0.040,0.000,0.039,0.037,0.003,0.007,0.027
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,63,male,0.036,0.046,0.030,0.016,0.015,0.011,0.021,0.006
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,64,male,0.025,0.017,0.030,0.013,0.012,0.015,0.030,0.006
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,65,male,,,,,,,,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,66,male,0.027,0.004,0.021,0.017,0.018,0.033,0.038,0.004
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,67,male,0.001,0.005,0.004,0.001,0.001,0.014,0.003,0.024
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,68,male,0.018,0.047,0.033,0.013,0.013,0.020,0.036,0.003
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,69,male,0.011,0.000,0.003,0.003,0.001,0.035,0.013,0.067
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,70,male,,0.008,0.014,0.008,0.008,,0.012,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,71,male,0.022,0.002,0.096,0.095,0.095,0.023,0.036,0.016
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,72,male,,0.016,0.061,0.044,0.045,,0.027,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,73,male,0.048,0.007,0.054,0.047,0.047,0.034,0.043,0.052
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,74,male,0.018,0.017,0.035,0.051,0.052,,,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,75,male,0.066,0.008,0.059,0.052,0.051,0.025,0.031,0.046
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,76,male,0.025,0.020,0.006,0.027,0.025,0.023,0.001,0.015
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,77,male,0.023,0.010,0.055,0.064,0.064,0.009,0.023,0.008
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,78,male,0.005,0.004,0.034,0.029,0.028,0.034,0.053,0.012
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,79,male,,0.010,,,,,0.022,
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,80,male,0.009,0.001,0.010,0.009,0.008,0.005,0.011,0.018
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,81,male,0.004,0.019,0.048,0.066,0.064,0.022,0.027,0.002
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,82,male,0.032,0.058,0.038,0.020,0.018,0.028,0.009,0.044
D._aldrichi,Oxford_Downs,-21.77,148.85,1994,1994,83,male,,0.020,0.032,0.012,0.011,,0.009,
D._buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,0,female,0.020,0.027,0.046,0.019,0.018,0.011,0.007,0.000
D._buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,1,female,0.030,0.041,0.036,0.004,0.006,0.010,0.008,0.019
D._buzzatii,Oxford_Downs,-21.77,148.85,1994,1994,2,male,0.005,0.027,0.003,0.022,0.024,0.008,0.027,0.007
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,0,female,0.008,0.013,,,,0.006,0.008,0.018
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,1,female,0.020,0.010,0.018,0.028,0.030,,,
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,2,female,0.046,0.010,0.018,0.010,0.009,0.013,0.019,0.023
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,3,female,0.051,0.025,0.007,0.018,0.018,0.041,0.022,0.067
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,4,female,0.028,0.001,,,,0.011,0.007,0.020
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,5,female,0.017,0.011,0.011,0.022,0.021,,,
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,6,female,0.017,0.031,0.004,0.035,0.034,0.002,0.025,0.021
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,7,female,0.005,0.010,0.022,0.032,0.032,0.031,0.040,0.011
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,8,female,0.127,0.064,0.011,0.075,0.075,0.065,0.074,0.093
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,9,female,0.030,0.064,0.007,0.058,0.057,0.021,0.019,0.014
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,10,female,0.005,0.002,0.006,0.008,0.006,0.010,0.020,0.004
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,11,female,0.057,0.025,0.032,0.007,0.008,0.023,0.001,0.053
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,12,female,0.013,0.024,0.016,0.007,0.008,0.038,0.029,0.055
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,13,female,0.067,0.016,0.032,0.016,0.016,0.006,0.005,0.026
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,14,female,0.059,0.021,0.023,0.046,0.045,0.018,0.034,0.011
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,15,male,,0.000,0.007,0.006,0.007,,0.014,
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,16,male,,,,,,,,
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,17,male,0.020,0.006,0.021,0.015,0.015,0.000,0.005,0.014
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,18,male,0.037,0.011,0.043,0.054,0.053,0.008,0.008,0.015
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,19,male,0.015,0.012,0.017,0.005,0.006,0.009,0.019,0.025
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,20,male,0.024,0.002,0.026,0.022,0.023,0.030,0.027,0.022
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,21,male,0.001,0.030,,,,0.009,0.017,0.005
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,22,male,0.067,0.006,0.053,0.059,0.058,0.020,0.024,0.048
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,23,male,0.011,0.013,0.013,0.000,0.003,0.016,0.015,0.025
D._aldrichi,Wahruna,-25.2,151.17,1994,1994,24,male,,0.007,,,,,,
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,0,female,0.004,0.059,0.031,0.027,0.028,0.006,0.032,0.064
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,1,female,0.027,0.054,0.035,0.018,0.018,0.045,0.026,0.027
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,2,female,0.015,0.023,0.071,0.049,0.050,0.005,0.010,0.009
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,3,female,0.018,0.000,0.019,0.019,0.022,0.027,0.031,0.011
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,4,female,,,,,,,,
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,5,female,0.038,0.013,0.021,0.009,0.008,0.016,0.027,0.015
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,6,female,0.009,0.002,0.020,0.017,0.018,0.013,0.037,0.002
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,7,female,0.006,0.025,0.014,0.039,0.039,,,
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,8,female,0.012,0.007,0.009,0.001,0.001,0.011,0.004,0.006
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,9,female,0.101,0.100,0.009,0.110,0.111,0.042,0.021,0.046
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,10,female,0.022,0.014,0.034,0.020,0.017,0.017,0.011,0.007
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,11,female,0.028,0.004,0.017,0.013,0.012,0.043,0.043,0.002
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,12,female,0.033,0.046,0.006,0.040,0.042,0.010,0.018,0.039
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,13,female,0.064,0.042,0.022,0.020,0.021,0.028,0.002,0.003
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,14,female,0.054,0.010,0.026,0.017,0.018,0.001,0.039,0.015
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,15,female,0.111,0.081,0.017,0.098,0.103,0.005,0.002,0.028
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,16,female,0.030,0.042,0.014,0.056,0.055,0.007,0.017,0.033
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,17,female,0.017,0.025,0.012,0.014,0.012,0.022,0.033,0.004
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,18,female,0.019,0.007,0.015,0.008,0.008,0.039,0.037,0.013
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,19,female,0.025,0.001,0.013,0.014,0.015,0.016,0.051,0.012
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,20,female,0.024,0.021,0.019,0.002,0.001,0.012,0.010,0.036
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,21,female,0.020,0.001,0.029,0.030,0.031,0.005,0.003,0.041
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,22,female,0.029,0.038,0.029,0.067,0.068,0.016,0.016,0.028
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,23,female,0.013,0.003,0.002,0.001,0.000,0.014,0.016,0.041
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,24,female,0.056,0.072,0.020,0.092,0.094,0.005,0.002,0.007
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,25,female,0.024,0.032,0.019,0.013,0.015,0.011,0.008,0.013
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,26,female,0.026,0.012,0.034,0.045,0.046,0.016,0.010,0.018
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,27,female,0.006,0.007,0.053,0.045,0.044,0.021,0.022,0.009
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,28,female,0.038,0.017,0.010,0.026,0.027,0.006,0.000,0.034
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,29,female,0.041,0.082,0.002,0.084,0.083,0.035,0.026,0.013
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,30,female,0.045,0.013,0.007,0.006,0.004,0.022,0.007,0.043
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,31,female,0.002,0.012,0.047,0.035,0.037,0.006,0.034,0.025
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,32,female,0.036,0.045,0.003,0.041,0.043,0.030,0.010,0.050
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,33,female,0.002,0.027,0.040,0.013,0.014,0.029,0.013,0.014
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,34,female,0.004,0.032,0.036,0.004,0.004,0.006,0.025,0.030
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,35,female,0.032,0.025,0.038,0.013,0.014,0.024,0.016,0.082
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,36,female,0.024,0.018,0.003,0.022,0.021,0.005,0.018,0.024
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,37,female,0.026,0.006,0.025,0.031,0.031,0.007,0.023,0.009
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,38,female,0.010,0.015,0.074,0.058,0.055,0.027,0.024,0.010
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,39,female,0.004,0.043,0.056,0.013,0.012,0.004,0.017,0.031
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,40,female,0.029,0.012,0.011,0.001,0.003,0.018,0.002,0.041
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,41,female,0.045,0.033,0.013,0.020,0.017,0.016,0.033,0.002
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,42,female,0.007,0.033,0.035,0.002,0.001,0.039,0.043,0.014
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,43,female,0.021,0.004,0.020,0.024,0.024,0.023,0.026,0.021
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,44,female,0.016,0.022,0.010,0.032,0.033,0.035,0.007,0.059
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,45,female,0.009,0.030,0.003,0.033,0.033,0.016,0.010,0.050
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,46,female,0.004,0.014,0.001,0.013,0.012,0.008,0.001,0.006
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,47,female,0.022,0.042,0.042,0.000,0.001,0.004,0.021,0.025
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,48,female,0.014,0.017,0.021,0.003,0.003,0.023,0.000,0.004
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,49,female,0.073,0.046,0.053,0.006,0.006,0.009,0.022,0.003
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,50,male,0.033,0.010,0.006,0.004,0.003,0.021,0.012,0.007
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,51,male,0.003,0.017,0.023,0.006,0.007,0.042,0.007,0.045
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,52,male,0.047,0.016,0.013,0.003,0.004,0.027,0.006,0.022
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,53,male,0.092,0.100,0.042,0.058,0.056,0.007,0.034,0.007
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,54,male,0.071,0.044,,,,0.048,0.015,0.020
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,55,male,0.012,0.070,0.088,0.017,0.025,0.034,0.007,0.042
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,56,male,0.018,0.033,0.033,0.000,0.001,0.014,0.005,0.046
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,57,male,0.073,0.000,0.045,0.046,0.050,0.008,0.044,0.006
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,58,male,0.046,0.001,0.002,0.001,0.002,0.018,0.032,0.042
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,59,male,0.073,0.002,0.018,0.016,0.016,0.059,0.028,0.017
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,60,male,0.037,0.037,0.021,0.059,0.060,0.039,0.087,0.008
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,61,male,0.007,0.064,0.051,0.014,0.011,0.042,0.041,0.074
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,62,male,0.054,0.001,0.068,0.069,0.069,,,
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,63,male,0.016,0.021,0.114,0.135,0.134,0.010,0.004,0.031
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,64,male,0.003,0.013,0.038,0.024,0.028,0.000,0.014,0.016
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,65,male,0.042,0.088,0.053,0.036,0.036,0.013,0.049,0.055
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,66,male,0.083,0.018,0.085,0.104,0.105,0.018,0.023,0.078
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,67,male,0.088,0.026,0.074,0.048,0.047,0.004,0.004,0.049
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,68,male,0.035,0.045,0.069,0.024,0.022,0.010,0.034,0.002
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,69,male,0.055,0.073,0.007,0.066,0.065,0.019,0.060,0.042
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,70,male,0.024,0.000,0.067,0.067,0.066,0.077,0.099,0.024
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,71,male,0.058,0.050,0.010,0.060,0.060,0.009,0.030,0.021
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,72,male,0.026,0.040,0.014,0.055,0.059,0.057,0.017,0.068
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,73,male,0.007,0.011,0.019,0.030,0.033,,,
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,74,male,0.015,0.015,0.029,0.014,0.015,0.005,0.033,0.033
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,75,male,0.015,0.057,0.031,0.026,0.026,0.006,0.019,0.034
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,76,male,0.026,0.023,0.014,0.009,0.009,0.012,0.028,0.057
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,77,male,0.073,0.025,0.051,0.077,0.076,0.035,0.004,0.041
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,78,male,0.085,0.033,0.010,0.023,0.024,0.062,0.043,0.012
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,79,male,0.062,0.008,0.015,0.006,0.007,0.026,0.046,0.022
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,80,male,,0.044,0.021,0.023,0.022,,,
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,81,male,0.024,0.022,0.017,0.038,0.040,0.070,0.049,0.048
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,82,male,0.057,0.083,0.008,0.076,0.075,0.011,0.004,0.003
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,83,male,0.076,0.045,0.009,0.054,0.054,0.073,0.108,0.031
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,84,male,0.080,0.034,0.034,0.066,0.066,0.038,0.006,0.100
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,85,male,0.048,0.008,0.056,0.049,0.045,0.022,0.017,0.001
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,86,male,0.002,0.005,0.015,0.011,0.011,0.001,0.021,0.001
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,87,male,0.014,0.033,0.031,0.002,0.000,0.008,0.004,0.004
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,88,male,0.046,0.089,0.039,0.050,0.046,0.000,0.012,0.024
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,89,male,0.044,0.033,0.006,0.027,0.027,0.043,0.069,0.034
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,90,male,0.011,0.010,0.040,0.030,0.030,0.035,0.025,0.044
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,91,male,0.007,0.005,0.016,0.020,0.020,0.012,0.033,0.030
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,92,male,0.016,0.042,0.034,0.008,0.008,,,
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,93,male,0.027,0.014,0.042,0.028,0.028,0.010,0.005,0.063
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,94,male,0.020,0.057,0.061,0.003,0.003,0.023,0.016,0.050
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,95,male,0.061,0.002,0.057,0.054,0.053,0.029,0.031,0.016
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,96,male,0.058,0.044,0.005,0.049,0.050,0.027,0.054,0.015
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,97,male,0.016,0.002,0.042,0.039,0.039,0.021,0.028,0.049
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,98,male,0.072,0.042,0.014,0.027,0.027,0.006,0.028,0.001
D._buzzatii,Wahruna,-25.2,151.17,1994,1994,99,male,0.050,0.023,0.011,0.012,0.009,0.038,0.046,0.001
