Population,Latitude,Longitude,Year_start,Year_end,Sex ,Cross_Line,Line,Desiccation_resistance
Bega,-36.470,150.03,2000,2000,male,Line,2,13.5
Bega,-36.470,150.03,2000,2000,male,Line,2,9.5
Bega,-36.470,150.03,2000,2000,male,Line,2,15.5
Bega,-36.470,150.03,2000,2000,female,Cross,7,14.5
Bega,-36.470,150.03,2000,2000,female,Cross,7,15.5
Bega,-36.470,150.03,2000,2000,female,Cross,7,14.5
Bega,-36.470,150.03,2000,2000,female,Cross,7,15.5
Bega,-36.470,150.03,2000,2000,female,Cross,11,17.5
Bega,-36.470,150.03,2000,2000,female,Cross,11,17.5
Bega,-36.470,150.03,2000,2000,female,Cross,11,16.5
Bega,-36.470,150.03,2000,2000,female,Cross,11,18.5
Bega,-36.470,150.03,2000,2000,male,Cross,9,10.5
Bega,-36.470,150.03,2000,2000,male,Cross,9,11.5
Bega,-36.470,150.03,2000,2000,male,Cross,7,10.5
Bega,-36.470,150.03,2000,2000,male,Cross,7,11.5
Bega,-36.470,150.03,2000,2000,male,Cross,7,9.5
Bega,-36.470,150.03,2000,2000,male,Cross,7,11.5
Bega,-36.470,150.03,2000,2000,male,Cross,11,12.5
Bega,-36.470,150.03,2000,2000,male,Cross,11,10.5
Bega,-36.470,150.03,2000,2000,male,Cross,11,11.5
Bega,-36.470,150.03,2000,2000,male,Cross,11,16.5
Melbourne,-37.750,144.8,2000,2000,female,Line,4,22.5
Melbourne,-37.750,144.8,2000,2000,female,Line,4,16.5
Melbourne,-37.750,144.8,2000,2000,female,Cross,42,16.5
Melbourne,-37.750,144.8,2000,2000,female,Cross,42,17.5
Melbourne,-37.750,144.8,2000,2000,female,Cross,42,16.5
Melbourne,-37.750,144.8,2000,2000,female,Line,4,21.5
Melbourne,-37.750,144.8,2000,2000,female,Cross,42,15.5
Melbourne,-37.750,144.8,2000,2000,female,Line,4,19.5
Melbourne,-37.750,144.8,2000,2000,female,Line,6,15.5
Melbourne,-37.750,144.8,2000,2000,female,Line,6,19.5
Melbourne,-37.750,144.8,2000,2000,female,Line,6,17.5
Melbourne,-37.750,144.8,2000,2000,female,Line,6,23.5
Melbourne,-37.750,144.8,2000,2000,female,Line,2,16.5
Melbourne,-37.750,144.8,2000,2000,female,Line,2,19.5
Melbourne,-37.750,144.8,2000,2000,female,Line,2,15.5
Melbourne,-37.750,144.8,2000,2000,female,Line,2,19.5
Melbourne,-37.750,144.8,2000,2000,female,Cross,40,14.5
Melbourne,-37.750,144.8,2000,2000,female,Cross,40,17.5
Melbourne,-37.750,144.8,2000,2000,female,Line,3,25.5
Melbourne,-37.750,144.8,2000,2000,female,Cross,40,16.5
Melbourne,-37.750,144.8,2000,2000,female,Line,3,21.5
Melbourne,-37.750,144.8,2000,2000,female,Cross,40,16.5
Melbourne,-37.750,144.8,2000,2000,female,Line,3,28.5
Melbourne,-37.750,144.8,2000,2000,female,Line,3,24.5
Melbourne,-37.750,144.8,2000,2000,female,Line,2,22.5
Melbourne,-37.750,144.8,2000,2000,female,Line,2,14.5
Melbourne,-37.750,144.8,2000,2000,female,Line,2,24.5
Melbourne,-37.750,144.8,2000,2000,female,Line,2,19.5
Melbourne,-37.750,144.8,2000,2000,male,Cross,42,12.5
Melbourne,-37.750,144.8,2000,2000,male,Cross,42,12.5
Melbourne,-37.750,144.8,2000,2000,male,Line,4,13.5
Melbourne,-37.750,144.8,2000,2000,male,Line,4,16.5
Melbourne,-37.750,144.8,2000,2000,male,Line,4,14.5
Melbourne,-37.750,144.8,2000,2000,male,Cross,42,12.5
Melbourne,-37.750,144.8,2000,2000,male,Line,4,12.5
Melbourne,-37.750,144.8,2000,2000,male,Cross,42,12.5
Melbourne,-37.750,144.8,2000,2000,male,Line,6,12.5
Melbourne,-37.750,144.8,2000,2000,male,Line,6,12.5
Melbourne,-37.750,144.8,2000,2000,male,Line,6,13.5
Melbourne,-37.750,144.8,2000,2000,male,Line,6,10.5
Melbourne,-37.750,144.8,2000,2000,male,Cross,40,12.5
Melbourne,-37.750,144.8,2000,2000,male,Line,3,13.5
Melbourne,-37.750,144.8,2000,2000,male,Cross,40,11.5
Melbourne,-37.750,144.8,2000,2000,male,Cross,40,9.5
Melbourne,-37.750,144.8,2000,2000,male,Line,3,14.5
Melbourne,-37.750,144.8,2000,2000,male,Line,3,10.5
Melbourne,-37.750,144.8,2000,2000,male,Line,3,10.5
Melbourne,-37.750,144.8,2000,2000,male,Cross,40,14.5
Melbourne,-37.750,144.8,2000,2000,male,Line,2,10.5
Melbourne,-37.750,144.8,2000,2000,male,Line,2,9.5
Melbourne,-37.750,144.8,2000,2000,male,Line,2,11.5
Melbourne,-37.750,144.8,2000,2000,male,Line,2,9.5
North_Tasmania,-41.150,147.03,2000,2000,female,Cross,37,18.5
North_Tasmania,-41.150,147.03,2000,2000,female,Cross,37,
North_Tasmania,-41.150,147.03,2000,2000,female,Cross,37,18.5
North_Tasmania,-41.150,147.03,2000,2000,female,Cross,37,16.5
North_Tasmania,-41.150,147.03,2000,2000,female,Cross,41,16.5
North_Tasmania,-41.150,147.03,2000,2000,female,Cross,41,13.5
North_Tasmania,-41.150,147.03,2000,2000,female,Cross,41,15.5
North_Tasmania,-41.150,147.03,2000,2000,female,Cross,41,15.5
North_Tasmania,-41.150,147.03,2000,2000,female,Cross,39,
North_Tasmania,-41.150,147.03,2000,2000,female,Cross,39,19.5
North_Tasmania,-41.150,147.03,2000,2000,female,Cross,39,19.5
North_Tasmania,-41.150,147.03,2000,2000,female,Cross,39,21.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,3,11.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,3,9.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,3,17.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,3,11.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,6,15.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,6,18.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,6,19.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,6,17.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,1,22.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,1,22.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,1,21.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,1,19.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,3,10.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,3,14.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,3,20.5
North_Tasmania,-41.150,147.03,2000,2000,female,Line,3,13.5
North_Tasmania,-41.150,147.03,2000,2000,male,Cross,37,9.5
North_Tasmania,-41.150,147.03,2000,2000,male,Cross,37,14.5
North_Tasmania,-41.150,147.03,2000,2000,male,Cross,37,15.5
North_Tasmania,-41.150,147.03,2000,2000,male,Cross,37,13.5
North_Tasmania,-41.150,147.03,2000,2000,male,Cross,41,12.5
North_Tasmania,-41.150,147.03,2000,2000,male,Cross,41,14.5
North_Tasmania,-41.150,147.03,2000,2000,male,Cross,41,12.5
North_Tasmania,-41.150,147.03,2000,2000,male,Cross,41,11.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,6,14.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,6,14.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,6,13.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,6,12.5
North_Tasmania,-41.150,147.03,2000,2000,male,Cross,39,
North_Tasmania,-41.150,147.03,2000,2000,male,Cross,39,12.5
North_Tasmania,-41.150,147.03,2000,2000,male,Cross,39,12.5
North_Tasmania,-41.150,147.03,2000,2000,male,Cross,39,13.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,3,23.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,3,14.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,3,16.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,3,11.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,1,11.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,1,11.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,1,10.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,1,11.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,3,11.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,3,10.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,3,12.5
North_Tasmania,-41.150,147.03,2000,2000,male,Line,3,9.5
Huonville,-43.020,147.056,2000,2000,female,Cross,53,18.5
Huonville,-43.020,147.056,2000,2000,female,Cross,53,14.5
Huonville,-43.020,147.056,2000,2000,female,Cross,53,16.5
Huonville,-43.020,147.056,2000,2000,female,Cross,53,19.5
Huonville,-43.020,147.056,2000,2000,female,Cross,49,14.5
Huonville,-43.020,147.056,2000,2000,female,Cross,49,20.5
Huonville,-43.020,147.056,2000,2000,female,Cross,49,11.5
Huonville,-43.020,147.056,2000,2000,female,Cross,49,16.5
Huonville,-43.020,147.056,2000,2000,female,Cross,51,19.5
Huonville,-43.020,147.056,2000,2000,female,Cross,51,
Huonville,-43.020,147.056,2000,2000,female,Cross,51,15.5
Huonville,-43.020,147.056,2000,2000,female,Cross,51,25.5
Huonville,-43.020,147.056,2000,2000,male,Cross,53,14.5
Huonville,-43.020,147.056,2000,2000,male,Cross,53,13.5
Huonville,-43.020,147.056,2000,2000,male,Cross,53,10.5
Huonville,-43.020,147.056,2000,2000,male,Cross,53,6.5
Huonville,-43.020,147.056,2000,2000,male,Cross,51,13.5
Huonville,-43.020,147.056,2000,2000,male,Cross,49,10.5
Huonville,-43.020,147.056,2000,2000,male,Cross,51,12.5
Huonville,-43.020,147.056,2000,2000,male,Cross,51,13.5
Huonville,-43.020,147.056,2000,2000,male,Cross,51,12.5
Huonville,-43.020,147.056,2000,2000,male,Cross,49,10.5
Huonville,-43.020,147.056,2000,2000,male,Cross,49,11.5
Huonville,-43.020,147.056,2000,2000,male,Cross,49,10.5
Huonville,-43.020,147.056,2000,2000,female,Line,6,15.5
Huonville,-43.020,147.056,2000,2000,female,Line,5,11.5
Huonville,-43.020,147.056,2000,2000,female,Line,5,16.5
Huonville,-43.020,147.056,2000,2000,female,Line,6,11.5
Huonville,-43.020,147.056,2000,2000,female,Line,5,13.5
Huonville,-43.020,147.056,2000,2000,female,Line,6,13.5
Huonville,-43.020,147.056,2000,2000,female,Line,5,14.5
Huonville,-43.020,147.056,2000,2000,female,Line,6,15.5
Huonville,-43.020,147.056,2000,2000,female,Line,5,10.5
Huonville,-43.020,147.056,2000,2000,female,Line,10,15.5
Huonville,-43.020,147.056,2000,2000,female,Line,10,18.5
Huonville,-43.020,147.056,2000,2000,female,Line,10,16.5
Huonville,-43.020,147.056,2000,2000,female,Line,10,9.5
Huonville,-43.020,147.056,2000,2000,male,Line,5,9.5
Huonville,-43.020,147.056,2000,2000,male,Line,5,11.5
Huonville,-43.020,147.056,2000,2000,male,Line,5,9.5
Huonville,-43.020,147.056,2000,2000,male,Line,6,13.5
Huonville,-43.020,147.056,2000,2000,male,Line,6,11.5
Huonville,-43.020,147.056,2000,2000,male,Line,6,10.5
Huonville,-43.020,147.056,2000,2000,male,Line,6,11.5
Huonville,-43.020,147.056,2000,2000,male,Line,10,13.5
Huonville,-43.020,147.056,2000,2000,male,Line,10,13.5
Huonville,-43.020,147.056,2000,2000,male,Line,10,10.5
Huonville,-43.020,147.056,2000,2000,male,Line,10,11.5
