Population,Latitude,Longitude,Year_start,Year_end,Altitude_class,Altitude,Run,Vial,Cold_recovery_time
Armidale,-30.52,151.68,2002,2002,high,1296,2,2,35
Armidale,-30.52,151.68,2002,2002,high,1296,1,2,53
Armidale,-30.52,151.68,2002,2002,high,1296,4,1,28
Armidale,-30.52,151.68,2002,2002,high,1296,4,1,28
Armidale,-30.52,151.68,2002,2002,high,1296,3,2,39
Armidale,-30.52,151.68,2002,2002,high,1296,3,2,39
Armidale,-30.52,151.68,2002,2002,high,1296,3,2,39
Armidale,-30.52,151.68,2002,2002,high,1296,3,2,39
Armidale,-30.52,151.68,2002,2002,high,1296,1,1,55
Armidale,-30.52,151.68,2002,2002,high,1296,4,1,30
Armidale,-30.52,151.68,2002,2002,high,1296,4,2,30
Armidale,-30.52,151.68,2002,2002,high,1296,4,2,30
Armidale,-30.52,151.68,2002,2002,high,1296,4,2,30
Armidale,-30.52,151.68,2002,2002,high,1296,4,1,32
Armidale,-30.52,151.68,2002,2002,high,1296,2,1,40
Armidale,-30.52,151.68,2002,2002,high,1296,2,1,40
Armidale,-30.52,151.68,2002,2002,high,1296,2,2,40
Armidale,-30.52,151.68,2002,2002,high,1296,1,1,59
Armidale,-30.52,151.68,2002,2002,high,1296,2,2,43
Armidale,-30.52,151.68,2002,2002,high,1296,2,2,43
Armidale,-30.52,151.68,2002,2002,high,1296,1,2,61
Armidale,-30.52,151.68,2002,2002,high,1296,4,1,36
Armidale,-30.52,151.68,2002,2002,high,1296,4,1,36
Armidale,-30.52,151.68,2002,2002,high,1296,4,2,36
Armidale,-30.52,151.68,2002,2002,high,1296,4,2,36
Armidale,-30.52,151.68,2002,2002,high,1296,2,1,44
Armidale,-30.52,151.68,2002,2002,high,1296,2,1,44
Armidale,-30.52,151.68,2002,2002,high,1296,3,1,46
Armidale,-30.52,151.68,2002,2002,high,1296,3,1,46
Armidale,-30.52,151.68,2002,2002,high,1296,3,2,46
Armidale,-30.52,151.68,2002,2002,high,1296,3,2,46
Armidale,-30.52,151.68,2002,2002,high,1296,2,2,47
Armidale,-30.52,151.68,2002,2002,high,1296,2,1,48
Armidale,-30.52,151.68,2002,2002,high,1296,3,1,50
Armidale,-30.52,151.68,2002,2002,high,1296,3,2,50
Armidale,-30.52,151.68,2002,2002,high,1296,3,2,50
Armidale,-30.52,151.68,2002,2002,high,1296,1,2,70
Armidale,-30.52,151.68,2002,2002,high,1296,2,1,53
Armidale,-30.52,151.68,2002,2002,high,1296,4,1,46
Armidale,-30.52,151.68,2002,2002,high,1296,1,1,72
Armidale,-30.52,151.68,2002,2002,high,1296,1,1,72
Armidale,-30.52,151.68,2002,2002,high,1296,1,2,74
Armidale,-30.52,151.68,2002,2002,high,1296,3,2,59
Armidale,-30.52,151.68,2002,2002,high,1296,1,2,77
Armidale,-30.52,151.68,2002,2002,high,1296,1,1,81
Armidale,-30.52,151.68,2002,2002,high,1296,1,2,86
Armidale,-30.52,151.68,2002,2002,high,1296,1,1,89
Armidale,-30.52,151.68,2002,2002,high,1296,1,1,
Armidale,-30.52,151.68,2002,2002,high,1296,1,2,
Blackheath,-33.63,150.28,2002,2002,high,1046,1,2,3
Blackheath,-33.63,150.28,2002,2002,high,1046,1,2,3
Blackheath,-33.63,150.28,2002,2002,high,1046,1,2,3
Blackheath,-33.63,150.28,2002,2002,high,1046,3,1,
Blackheath,-33.63,150.28,2002,2002,high,1046,3,2,0
Blackheath,-33.63,150.28,2002,2002,high,1046,3,1,5
Blackheath,-33.63,150.28,2002,2002,high,1046,2,1,4
Blackheath,-33.63,150.28,2002,2002,high,1046,2,2,6
Blackheath,-33.63,150.28,2002,2002,high,1046,4,1,0
Blackheath,-33.63,150.28,2002,2002,high,1046,4,1,0
Blackheath,-33.63,150.28,2002,2002,high,1046,4,1,0
Blackheath,-33.63,150.28,2002,2002,high,1046,4,2,0
Blackheath,-33.63,150.28,2002,2002,high,1046,2,1,9
Blackheath,-33.63,150.28,2002,2002,high,1046,1,2,29
Blackheath,-33.63,150.28,2002,2002,high,1046,1,2,32
Blackheath,-33.63,150.28,2002,2002,high,1046,1,2,35
Blackheath,-33.63,150.28,2002,2002,high,1046,3,2,24
Blackheath,-33.63,150.28,2002,2002,high,1046,3,2,24
Blackheath,-33.63,150.28,2002,2002,high,1046,1,1,41
Blackheath,-33.63,150.28,2002,2002,high,1046,1,2,43
Blackheath,-33.63,150.28,2002,2002,high,1046,1,1,46
Blackheath,-33.63,150.28,2002,2002,high,1046,3,1,32
Blackheath,-33.63,150.28,2002,2002,high,1046,4,2,24
Blackheath,-33.63,150.28,2002,2002,high,1046,4,2,24
Blackheath,-33.63,150.28,2002,2002,high,1046,4,2,24
Blackheath,-33.63,150.28,2002,2002,high,1046,2,2,32
Blackheath,-33.63,150.28,2002,2002,high,1046,3,1,34
Blackheath,-33.63,150.28,2002,2002,high,1046,3,2,34
Blackheath,-33.63,150.28,2002,2002,high,1046,1,1,51
Blackheath,-33.63,150.28,2002,2002,high,1046,1,1,51
Blackheath,-33.63,150.28,2002,2002,high,1046,1,1,51
Blackheath,-33.63,150.28,2002,2002,high,1046,1,1,51
Blackheath,-33.63,150.28,2002,2002,high,1046,4,1,26
Blackheath,-33.63,150.28,2002,2002,high,1046,4,1,26
Blackheath,-33.63,150.28,2002,2002,high,1046,3,1,36
Blackheath,-33.63,150.28,2002,2002,high,1046,3,1,36
Blackheath,-33.63,150.28,2002,2002,high,1046,3,2,36
Blackheath,-33.63,150.28,2002,2002,high,1046,3,2,36
Blackheath,-33.63,150.28,2002,2002,high,1046,3,2,36
Blackheath,-33.63,150.28,2002,2002,high,1046,3,2,36
Blackheath,-33.63,150.28,2002,2002,high,1046,1,2,54
Blackheath,-33.63,150.28,2002,2002,high,1046,3,1,39
Blackheath,-33.63,150.28,2002,2002,high,1046,1,1,55
Blackheath,-33.63,150.28,2002,2002,high,1046,2,2,38
Blackheath,-33.63,150.28,2002,2002,high,1046,4,1,32
Blackheath,-33.63,150.28,2002,2002,high,1046,4,1,32
Blackheath,-33.63,150.28,2002,2002,high,1046,4,2,32
Blackheath,-33.63,150.28,2002,2002,high,1046,1,2,58
Blackheath,-33.63,150.28,2002,2002,high,1046,2,2,41
Blackheath,-33.63,150.28,2002,2002,high,1046,1,1,59
Blackheath,-33.63,150.28,2002,2002,high,1046,3,1,46
Blackheath,-33.63,150.28,2002,2002,high,1046,2,1,45
Blackheath,-33.63,150.28,2002,2002,high,1046,2,1,45
Blackheath,-33.63,150.28,2002,2002,high,1046,2,1,45
Blackheath,-33.63,150.28,2002,2002,high,1046,4,1,38
Blackheath,-33.63,150.28,2002,2002,high,1046,4,1,38
Blackheath,-33.63,150.28,2002,2002,high,1046,4,2,38
Blackheath,-33.63,150.28,2002,2002,high,1046,4,2,38
Blackheath,-33.63,150.28,2002,2002,high,1046,3,1,50
Blackheath,-33.63,150.28,2002,2002,high,1046,3,2,50
Blackheath,-33.63,150.28,2002,2002,high,1046,2,1,49
Blackheath,-33.63,150.28,2002,2002,high,1046,2,1,49
Blackheath,-33.63,150.28,2002,2002,high,1046,2,2,49
Blackheath,-33.63,150.28,2002,2002,high,1046,1,1,68
Blackheath,-33.63,150.28,2002,2002,high,1046,4,2,44
Blackheath,-33.63,150.28,2002,2002,high,1046,4,1,46
Blackheath,-33.63,150.28,2002,2002,high,1046,2,2,54
Blackheath,-33.63,150.28,2002,2002,high,1046,2,2,54
Blackheath,-33.63,150.28,2002,2002,high,1046,2,2,54
Blackheath,-33.63,150.28,2002,2002,high,1046,3,1,59
Blackheath,-33.63,150.28,2002,2002,high,1046,3,2,59
Blackheath,-33.63,150.28,2002,2002,high,1046,1,1,75
Blackheath,-33.63,150.28,2002,2002,high,1046,2,1,59
Blackheath,-33.63,150.28,2002,2002,high,1046,2,1,59
Blackheath,-33.63,150.28,2002,2002,high,1046,2,2,59
Blackheath,-33.63,150.28,2002,2002,high,1046,2,2,59
Blackheath,-33.63,150.28,2002,2002,high,1046,4,2,54
Blackheath,-33.63,150.28,2002,2002,high,1046,2,1,63
Blackheath,-33.63,150.28,2002,2002,high,1046,1,2,83
Blackheath,-33.63,150.28,2002,2002,high,1046,4,2,59
Wollongong,-34.42,150.90,2002,2002,low,10,1,1,1
Wollongong,-34.42,150.90,2002,2002,low,10,1,1,1
Wollongong,-34.42,150.90,2002,2002,low,10,2,2,0
Wollongong,-34.42,150.90,2002,2002,low,10,2,2,
Wollongong,-34.42,150.90,2002,2002,low,10,4,2,0
Wollongong,-34.42,150.90,2002,2002,low,10,4,2,
Wollongong,-34.42,150.90,2002,2002,low,10,4,1,4
Wollongong,-34.42,150.90,2002,2002,low,10,1,2,45
Wollongong,-34.42,150.90,2002,2002,low,10,3,1,32
Wollongong,-34.42,150.90,2002,2002,low,10,3,1,34
Wollongong,-34.42,150.90,2002,2002,low,10,3,2,34
Wollongong,-34.42,150.90,2002,2002,low,10,3,2,34
Wollongong,-34.42,150.90,2002,2002,low,10,4,2,26
Wollongong,-34.42,150.90,2002,2002,low,10,2,1,34
Wollongong,-34.42,150.90,2002,2002,low,10,2,1,34
Wollongong,-34.42,150.90,2002,2002,low,10,3,1,36
Wollongong,-34.42,150.90,2002,2002,low,10,3,1,36
Wollongong,-34.42,150.90,2002,2002,low,10,1,1,52
Wollongong,-34.42,150.90,2002,2002,low,10,1,1,52
Wollongong,-34.42,150.90,2002,2002,low,10,4,1,28
Wollongong,-34.42,150.90,2002,2002,low,10,4,1,28
Wollongong,-34.42,150.90,2002,2002,low,10,4,2,28
Wollongong,-34.42,150.90,2002,2002,low,10,1,2,54
Wollongong,-34.42,150.90,2002,2002,low,10,1,2,54
Wollongong,-34.42,150.90,2002,2002,low,10,1,2,54
Wollongong,-34.42,150.90,2002,2002,low,10,3,1,39
Wollongong,-34.42,150.90,2002,2002,low,10,3,2,39
Wollongong,-34.42,150.90,2002,2002,low,10,3,2,39
Wollongong,-34.42,150.90,2002,2002,low,10,4,1,30
Wollongong,-34.42,150.90,2002,2002,low,10,2,2,38
Wollongong,-34.42,150.90,2002,2002,low,10,2,1,39
Wollongong,-34.42,150.90,2002,2002,low,10,4,1,32
Wollongong,-34.42,150.90,2002,2002,low,10,4,1,32
Wollongong,-34.42,150.90,2002,2002,low,10,4,1,32
Wollongong,-34.42,150.90,2002,2002,low,10,4,2,32
Wollongong,-34.42,150.90,2002,2002,low,10,3,1,42
Wollongong,-34.42,150.90,2002,2002,low,10,3,1,42
Wollongong,-34.42,150.90,2002,2002,low,10,3,1,42
Wollongong,-34.42,150.90,2002,2002,low,10,3,2,42
Wollongong,-34.42,150.90,2002,2002,low,10,3,2,42
Wollongong,-34.42,150.90,2002,2002,low,10,2,1,42
Wollongong,-34.42,150.90,2002,2002,low,10,1,1,60
Wollongong,-34.42,150.90,2002,2002,low,10,1,1,60
Wollongong,-34.42,150.90,2002,2002,low,10,4,2,36
Wollongong,-34.42,150.90,2002,2002,low,10,2,2,44
Wollongong,-34.42,150.90,2002,2002,low,10,2,2,44
Wollongong,-34.42,150.90,2002,2002,low,10,3,1,46
Wollongong,-34.42,150.90,2002,2002,low,10,3,1,46
Wollongong,-34.42,150.90,2002,2002,low,10,3,2,46
Wollongong,-34.42,150.90,2002,2002,low,10,3,2,46
Wollongong,-34.42,150.90,2002,2002,low,10,4,1,38
Wollongong,-34.42,150.90,2002,2002,low,10,4,2,38
Wollongong,-34.42,150.90,2002,2002,low,10,4,2,38
Wollongong,-34.42,150.90,2002,2002,low,10,2,1,46
Wollongong,-34.42,150.90,2002,2002,low,10,2,1,46
Wollongong,-34.42,150.90,2002,2002,low,10,2,2,48
Wollongong,-34.42,150.90,2002,2002,low,10,2,2,48
Wollongong,-34.42,150.90,2002,2002,low,10,1,1,66
Wollongong,-34.42,150.90,2002,2002,low,10,2,1,50
Wollongong,-34.42,150.90,2002,2002,low,10,2,1,50
Wollongong,-34.42,150.90,2002,2002,low,10,1,1,69
Wollongong,-34.42,150.90,2002,2002,low,10,1,2,70
Wollongong,-34.42,150.90,2002,2002,low,10,1,2,70
Wollongong,-34.42,150.90,2002,2002,low,10,1,2,70
Wollongong,-34.42,150.90,2002,2002,low,10,1,2,70
Wollongong,-34.42,150.90,2002,2002,low,10,2,2,53
Wollongong,-34.42,150.90,2002,2002,low,10,4,1,46
Wollongong,-34.42,150.90,2002,2002,low,10,4,2,46
Wollongong,-34.42,150.90,2002,2002,low,10,4,1,48
Wollongong,-34.42,150.90,2002,2002,low,10,3,2,59
Wollongong,-34.42,150.90,2002,2002,low,10,2,2,58
Wollongong,-34.42,150.90,2002,2002,low,10,2,2,58
Wollongong,-34.42,150.90,2002,2002,low,10,1,1,76
Wollongong,-34.42,150.90,2002,2002,low,10,2,1,60
Wollongong,-34.42,150.90,2002,2002,low,10,1,1,79
Wollongong,-34.42,150.90,2002,2002,low,10,4,2,56
Wollongong,-34.42,150.90,2002,2002,low,10,1,2,85
Wollongong,-34.42,150.90,2002,2002,low,10,1,2,87
Wollongong,-34.42,150.90,2002,2002,low,10,3,2,78
Wollongong,-34.42,150.90,2002,2002,low,10,2,1,
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,2,0
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,1,4
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,1,4
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,1,9
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,1,0
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,2,0
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,2,0
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,2,0
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,2,0
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,2,0
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,1,0
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,1,0
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,2,0
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,2,0
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,2,27
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,1,11
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,2,29
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,2,6
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,2,6
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,1,17
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,1,24
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,1,40
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,1,25
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,2,25
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,2,25
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,2,26
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,2,42
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,2,28
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,2,44
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,1,46
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,2,29
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,2,47
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,1,30
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,1,24
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,2,24
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,1,26
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,1,26
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,2,26
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,2,36
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,2,36
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,2,52
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,2,28
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,1,39
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,1,39
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,2,39
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,1,30
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,2,30
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,2,30
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,1,39
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,1,39
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,1,39
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,1,39
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,1,32
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,1,32
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,2,40
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,2,40
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,1,42
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,2,42
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,1,34
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,2,34
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,2,60
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,2,60
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,1,46
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,2,46
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,2,65
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,1,50
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,1,49
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,1,67
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,1,54
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,1,59
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,1,59
Adaminaby,-35.98,148.77,2002,2002,high,1025,4,1,50
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,2,58
Adaminaby,-35.98,148.77,2002,2002,high,1025,3,2,64
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,1,80
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,1,87
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,1,90
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,1,75
Adaminaby,-35.98,148.77,2002,2002,high,1025,2,2,77
Adaminaby,-35.98,148.77,2002,2002,high,1025,1,1,
Bega,-36.68,149.83,2002,2002,low,60,1,1,2
Bega,-36.68,149.83,2002,2002,low,60,1,1,2
Bega,-36.68,149.83,2002,2002,low,60,3,2,
Bega,-36.68,149.83,2002,2002,low,60,2,1,0
Bega,-36.68,149.83,2002,2002,low,60,2,1,
Bega,-36.68,149.83,2002,2002,low,60,2,2,0
Bega,-36.68,149.83,2002,2002,low,60,2,1,6
Bega,-36.68,149.83,2002,2002,low,60,4,1,0
Bega,-36.68,149.83,2002,2002,low,60,2,2,9
Bega,-36.68,149.83,2002,2002,low,60,3,1,26
Bega,-36.68,149.83,2002,2002,low,60,3,1,26
Bega,-36.68,149.83,2002,2002,low,60,3,2,28
Bega,-36.68,149.83,2002,2002,low,60,2,2,29
Bega,-36.68,149.83,2002,2002,low,60,3,2,31
Bega,-36.68,149.83,2002,2002,low,60,1,2,47
Bega,-36.68,149.83,2002,2002,low,60,3,2,34
Bega,-36.68,149.83,2002,2002,low,60,2,2,33
Bega,-36.68,149.83,2002,2002,low,60,3,1,35
Bega,-36.68,149.83,2002,2002,low,60,3,1,35
Bega,-36.68,149.83,2002,2002,low,60,3,1,35
Bega,-36.68,149.83,2002,2002,low,60,3,1,35
Bega,-36.68,149.83,2002,2002,low,60,3,1,36
Bega,-36.68,149.83,2002,2002,low,60,3,2,36
Bega,-36.68,149.83,2002,2002,low,60,3,2,36
Bega,-36.68,149.83,2002,2002,low,60,1,2,52
Bega,-36.68,149.83,2002,2002,low,60,4,2,28
Bega,-36.68,149.83,2002,2002,low,60,4,2,28
Bega,-36.68,149.83,2002,2002,low,60,4,2,28
Bega,-36.68,149.83,2002,2002,low,60,1,1,54
Bega,-36.68,149.83,2002,2002,low,60,1,1,54
Bega,-36.68,149.83,2002,2002,low,60,4,2,30
Bega,-36.68,149.83,2002,2002,low,60,4,1,32
Bega,-36.68,149.83,2002,2002,low,60,4,1,32
Bega,-36.68,149.83,2002,2002,low,60,1,1,58
Bega,-36.68,149.83,2002,2002,low,60,1,1,58
Bega,-36.68,149.83,2002,2002,low,60,2,1,42
Bega,-36.68,149.83,2002,2002,low,60,1,2,60
Bega,-36.68,149.83,2002,2002,low,60,1,2,60
Bega,-36.68,149.83,2002,2002,low,60,4,1,36
Bega,-36.68,149.83,2002,2002,low,60,3,2,46
Bega,-36.68,149.83,2002,2002,low,60,1,1,62
Bega,-36.68,149.83,2002,2002,low,60,4,1,38
Bega,-36.68,149.83,2002,2002,low,60,4,1,38
Bega,-36.68,149.83,2002,2002,low,60,4,1,38
Bega,-36.68,149.83,2002,2002,low,60,4,1,38
Bega,-36.68,149.83,2002,2002,low,60,4,2,38
Bega,-36.68,149.83,2002,2002,low,60,2,1,46
Bega,-36.68,149.83,2002,2002,low,60,2,1,46
Bega,-36.68,149.83,2002,2002,low,60,2,2,47
Bega,-36.68,149.83,2002,2002,low,60,1,2,65
Bega,-36.68,149.83,2002,2002,low,60,1,2,65
Bega,-36.68,149.83,2002,2002,low,60,1,2,65
Bega,-36.68,149.83,2002,2002,low,60,4,2,40
Bega,-36.68,149.83,2002,2002,low,60,4,2,40
Bega,-36.68,149.83,2002,2002,low,60,4,2,40
Bega,-36.68,149.83,2002,2002,low,60,3,1,50
Bega,-36.68,149.83,2002,2002,low,60,3,1,50
Bega,-36.68,149.83,2002,2002,low,60,3,1,50
Bega,-36.68,149.83,2002,2002,low,60,3,2,50
Bega,-36.68,149.83,2002,2002,low,60,1,1,67
Bega,-36.68,149.83,2002,2002,low,60,4,2,42
Bega,-36.68,149.83,2002,2002,low,60,2,1,50
Bega,-36.68,149.83,2002,2002,low,60,2,1,50
Bega,-36.68,149.83,2002,2002,low,60,4,2,44
Bega,-36.68,149.83,2002,2002,low,60,2,2,52
Bega,-36.68,149.83,2002,2002,low,60,2,2,52
Bega,-36.68,149.83,2002,2002,low,60,2,2,52
Bega,-36.68,149.83,2002,2002,low,60,3,2,54
Bega,-36.68,149.83,2002,2002,low,60,4,1,46
Bega,-36.68,149.83,2002,2002,low,60,4,1,46
Bega,-36.68,149.83,2002,2002,low,60,2,1,55
Bega,-36.68,149.83,2002,2002,low,60,1,1,74
Bega,-36.68,149.83,2002,2002,low,60,2,2,58
Bega,-36.68,149.83,2002,2002,low,60,1,1,78
Bega,-36.68,149.83,2002,2002,low,60,2,2,61
Bega,-36.68,149.83,2002,2002,low,60,1,2,79
Bega,-36.68,149.83,2002,2002,low,60,2,1,63
Bega,-36.68,149.83,2002,2002,low,60,1,2,85
Bega,-36.68,149.83,2002,2002,low,60,1,2,90
Bega,-36.68,149.83,2002,2002,low,60,3,2,92
