Population,Latitude,Longitude,Year_start,Year_end,Sex ,Cross_Line,Line,Starvation_resistance
Huonville,-43.020,147.056,2000,2000,female,Cross,51,54
Huonville,-43.020,147.056,2000,2000,female,Cross,53,36
Huonville,-43.020,147.056,2000,2000,female,Cross,53,48
Huonville,-43.020,147.056,2000,2000,female,Cross,53,42
Huonville,-43.020,147.056,2000,2000,female,Cross,53,42
Huonville,-43.020,147.056,2000,2000,male,Cross,49,48
Huonville,-43.020,147.056,2000,2000,male,Cross,49,36
Huonville,-43.020,147.056,2000,2000,male,Cross,49,36
Huonville,-43.020,147.056,2000,2000,male,Cross,49,42
Huonville,-43.020,147.056,2000,2000,male,Cross,51,54
Huonville,-43.020,147.056,2000,2000,male,Cross,51,42
Huonville,-43.020,147.056,2000,2000,male,Cross,51,42
Huonville,-43.020,147.056,2000,2000,male,Cross,51,42
Huonville,-43.020,147.056,2000,2000,male,Cross,53,
Huonville,-43.020,147.056,2000,2000,male,Cross,53,54
Huonville,-43.020,147.056,2000,2000,male,Cross,53,48
Huonville,-43.020,147.056,2000,2000,male,Cross,53,48
Huonville,-43.020,147.056,2000,2000,female,Line,5,30
Huonville,-43.020,147.056,2000,2000,female,Line,5,36
Huonville,-43.020,147.056,2000,2000,female,Line,5,30
Huonville,-43.020,147.056,2000,2000,female,Line,5,30
Huonville,-43.020,147.056,2000,2000,female,Line,6,36
Huonville,-43.020,147.056,2000,2000,female,Line,6,48
Huonville,-43.020,147.056,2000,2000,female,Line,6,60
Huonville,-43.020,147.056,2000,2000,female,Line,6,36
Huonville,-43.020,147.056,2000,2000,female,Line,10,42
Huonville,-43.020,147.056,2000,2000,female,Line,10,54
Huonville,-43.020,147.056,2000,2000,female,Line,10,42
Huonville,-43.020,147.056,2000,2000,female,Line,10,30
Huonville,-43.020,147.056,2000,2000,male,Line,5,36
Huonville,-43.020,147.056,2000,2000,male,Line,5,42
Huonville,-43.020,147.056,2000,2000,male,Line,5,36
Huonville,-43.020,147.056,2000,2000,male,Line,5,42
Huonville,-43.020,147.056,2000,2000,male,Line,6,54
Huonville,-43.020,147.056,2000,2000,male,Line,6,42
Huonville,-43.020,147.056,2000,2000,male,Line,6,36
Huonville,-43.020,147.056,2000,2000,male,Line,6,48
Huonville,-43.020,147.056,2000,2000,male,Line,10,54
Huonville,-43.020,147.056,2000,2000,male,Line,10,68
Huonville,-43.020,147.056,2000,2000,male,Line,10,36
Huonville,-43.020,147.056,2000,2000,male,Line,10,48
