Population,ID_Nr,Latitude,Longitude,Year_start,Year_end,Locus,Allele1_fz,Allele2_fz,Allele3_fz,Allele4_fz,Allele5_fz,2n
Yarmouth,22,-27.560,146.250,1972,1996,Pgm,0.048,0.942,0.010,,,104
Moreton,34,-27.653,152.750,1972,1996,Pgm,0.000,1.000,0.000,,,202
Grandchester_Hill,56,-27.671,152.449,1972,1996,Pgm,0.024,0.976,0.000,,,208
Grandchester,30A,-27.678,152.445,1972,1996,Pgm,0.007,0.993,0.000,,,144
Grandchester,30B,-27.678,152.445,1972,1996,Pgm,0.020,0.980,0.000,,,1156
Warwick,57A,-28.247,152.019,1972,1996,Pgm,0.035,0.965,0.000,,,86
Warwick,57B,-28.247,152.019,1972,1996,Pgm, , , ,,,0
Moonie_Ponds,12A,-28.437,148.838,1972,1996,Pgm,0.014,0.986,0.000,,,138
Moonie_Ponds,12B,-28.437,148.838,1972,1996,Pgm,0.016,0.984,0.000,,,124
Burraweeda,65,-28.830,149.323,1972,1996,Pgm,0.015,0.985,0.000,,,264
Borah,71,-28.922,149.395,1972,1996,Pgm,0.049,0.951,0.000,,,144
Cleveland_East,10,-29.159,148.897,1972,1996,Pgm,0.037,0.963,0.000,,,82
Cleveland_West,11,-29.159,148.898,1972,1996,Pgm,0.011,0.989,0.000,,,94
Palmers_Is,64A,-29.420,153.300,1972,1996,Pgm,0.007,0.993,0.000,,,550
Palmers_Is,64B,-29.420,153.300,1972,1996,Pgm,0.008,0.988,0.004,,,260
Terry_Hie_Hie,21,-29.793,150.150,1972,1996,Pgm,0.000,0.989,0.011,,,180
Metz_Gorge,70A,-30.579,151.889,1972,1996,Pgm,0.089,0.911,0.000,,,124
Metz_Gorge,70B,-30.579,151.889,1972,1996,Pgm,0.008,0.992,0.000,,,246
Metz_Gorge,70C,-30.579,151.889,1972,1996,Pgm,0.014,0.985,0.002,,,658
Metz_Gorge,70D,-30.579,151.889,1972,1996,Pgm,0.075,0.925,0.000,,,228
Metz_Gorge,70E,-30.579,151.889,1972,1996,Pgm,0.044,0.956,0.000,,,204
Metz_Gorge,70F,-30.579,151.889,1972,1996,Pgm,0.030,0.970,0.000,,,528
Metz_Gorge,70G,-30.579,151.889,1972,1996,Pgm,0.077,0.923,0.000,,,594
Metz_Gorge,70H,-30.579,151.889,1972,1996,Pgm,0.111,0.889,0.000,,,396
Metz_Gorge,70I,-30.579,151.889,1972,1996,Pgm,0.068,0.932,0.000,,,1272
Metz_Gorge,70J,-30.579,151.889,1972,1996,Pgm,0.070,0.926,0.004,,,256
Metz_Gorge,70K,-30.579,151.889,1972,1996,Pgm,0.041,0.959,0.000,,,220
Metz_Gorge,70L,-30.579,151.889,1972,1996,Pgm,0.102,0.898,0.000,,,264
Metz_Gorge,70M,-30.579,151.889,1972,1996,Pgm,0.022,0.978,0.000,,,182
Kenebri,6A,-30.750,149.020,1972,1996,Pgm,0.023,0.977,0.000,,,298
Kenebri,6B,-30.750,149.020,1972,1996,Pgm,0.053,0.937,0.011,,,190
Kenebri,6C,-30.750,149.020,1972,1996,Pgm,0.025,0.975,0.000,,,280
Kenebri,6D,-30.750,149.020,1972,1996,Pgm,0.038,0.962,0.000,,,130
Kenebri,6E,-30.750,149.020,1972,1996,Pgm,0.033,0.967,0.000,,,242
Tamworth,20,-31.080,151.100,1972,1996,Pgm,0.000,1.000,0.000,,,136
Warrawong,9,-31.250,148.870,1972,1996,Pgm,0.039,0.961,0.000,,,76
Breeza,61A,-31.250,150.450,1972,1996,Pgm,0.015,0.985,0.000,,,782
Breeza,61B,-31.250,150.450,1972,1996,Pgm,0.030,0.970,0.000,,,758
Breeza,61C,-31.250,150.450,1972,1996,Pgm, , , ,,,0
Trinkey,68A,-31.350,149.950,1972,1996,Pgm,0.040,0.958,0.002,,,424
Trinkey,68B,-31.350,149.950,1972,1996,Pgm,0.061,0.939,0.000,,,394
Trinkey,68C,-31.350,149.950,1972,1996,Pgm,0.054,0.943,0.003,,,386
Trinkey,68D,-31.350,149.950,1972,1996,Pgm,0.029,0.968,0.003,,,380
Trinkey,68E,-31.350,149.950,1972,1996,Pgm,0.057,0.943,0.000,,,348
Trinkey,68F,-31.350,149.950,1972,1996,Pgm,0.024,0.976,0.000,,,738
Trinkey,68G,-31.350,149.950,1972,1996,Pgm,0.023,0.977,0.000,,,398
O'Hara,59A,-32.430,150.650,1972,1996,Pgm,0.008,0.992,0.000,,,238
O'Hara,59B,-32.430,150.650,1972,1996,Pgm,0.007,0.993,0.000,,,136
O'Hara,59C,-32.430,150.650,1972,1996,Pgm,0.000,1.000,0.000,,,32
O'Hara,59D,-32.430,150.650,1972,1996,Pgm, , , ,,,0
O'Hara,59E,-32.430,150.650,1972,1996,Pgm,0.016,0.984,0.000,,,126
O'Hara,59F,-32.430,150.650,1972,1996,Pgm,0.029,0.971,0.000,,,520
O'Hara,59G,-32.430,150.650,1972,1996,Pgm,0.030,0.970,0.000,,,198
O'Hara,59H,-32.430,150.650,1972,1996,Pgm,0.033,0.956,0.011,,,366
O'Hara,59I,-32.430,150.650,1972,1996,Pgm,0.008,0.992,0.000,,,252
O'Hara,59J,-32.430,150.650,1972,1996,Pgm,0.018,0.980,0.003,,,392
O'Hara,59K,-32.430,150.650,1972,1996,Pgm,0.013,0.987,0.000,,,374
Cox,60A,-32.460,150.680,1972,1996,Pgm,0.043,0.957,0.000,,,628
Cox,60B,-32.460,150.680,1972,1996,Pgm,0.030,0.969,0.001,,,974
Cox,60C,-32.460,150.680,1972,1996,Pgm,0.003,0.997,0.000,,,1162
Cox,60D,-32.460,150.680,1972,1996,Pgm,0.006,0.994,0.000,,,312
Cox,60E,-32.460,150.680,1972,1996,Pgm,0.000,1.000,0.000,,,386
Cox,60F,-32.460,150.680,1972,1996,Pgm,0.008,0.992,0.000,,,710
Cox,60G,-32.460,150.680,1972,1996,Pgm,0.000,1.000,0.000,,,32
Cox,60H,-32.460,150.680,1972,1996,Pgm,0.036,0.964,0.000,,,222
Yarrawonga,5A,-32.490,150.600,1972,1996,Pgm,0.023,0.977,0.000,,,216
Yarrawonga,5AA,-32.490,150.600,1972,1996,Pgm,0.018,0.982,0.000,,,1052
Yarrawonga,5B,-32.490,150.600,1972,1996,Pgm,0.014,0.981,0.005,,,638
Yarrawonga,5BB,-32.490,150.600,1972,1996,Pgm,0.016,0.984,0.000,,,1706
Yarrawonga,5C,-32.490,150.600,1972,1996,Pgm,0.041,0.940,0.018,,,604
Yarrawonga,5CC,-32.490,150.600,1972,1996,Pgm,0.023,0.977,0.000,,,350
Yarrawonga,5D,-32.490,150.600,1972,1996,Pgm,0.020,0.957,0.023,,,398
Yarrawonga,5DD,-32.490,150.600,1972,1996,Pgm,0.024,0.972,0.003,,,290
Yarrawonga,5E,-32.490,150.600,1972,1996,Pgm,0.009,0.982,0.009,,,110
Yarrawonga,5EE,-32.490,150.600,1972,1996,Pgm,0.000,1.000,0.000,,,82
Yarrawonga,5F,-32.490,150.600,1972,1996,Pgm,0.057,0.883,0.061,,,264
Yarrawonga,5FF,-32.490,150.600,1972,1996,Pgm,0.022,0.978,0.000,,,136
Yarrawonga,5G,-32.490,150.600,1972,1996,Pgm,0.046,0.938,0.015,,,324
Yarrawonga,5GG,-32.490,150.600,1972,1996,Pgm,0.023,0.977,0.000,,,174
Yarrawonga,5H,-32.490,150.600,1972,1996,Pgm,0.032,0.911,0.058,,,190
Yarrawonga,5HH,-32.490,150.600,1972,1996,Pgm,0.035,0.963,0.002,,,512
Yarrawonga,5I,-32.490,150.600,1972,1996,Pgm,0.038,0.929,0.033,,,240
Yarrawonga,5II,-32.490,150.600,1972,1996,Pgm,0.022,0.978,0.000,,,368
Yarrawonga,5J,-32.490,150.600,1972,1996,Pgm,0.022,0.960,0.018,,,1528
Yarrawonga,5JJ,-32.490,150.600,1972,1996,Pgm,0.021,0.979,0.001,,,1312
Yarrawonga,5K,-32.490,150.600,1972,1996,Pgm,0.032,0.968,0.000,,,740
Yarrawonga,5KK,-32.490,150.600,1972,1996,Pgm,0.019,0.976,0.005,,,206
Yarrawonga,5L,-32.490,150.600,1972,1996,Pgm,0.026,0.974,0.000,,,1196
Yarrawonga,5LL,-32.490,150.600,1972,1996,Pgm,0.017,0.982,0.001,,,1018
Yarrawonga,5M,-32.490,150.600,1972,1996,Pgm,0.028,0.972,0.000,,,784
Yarrawonga,5MM,-32.490,150.600,1972,1996,Pgm,0.019,0.980,0.001,,,1682
Yarrawonga,5N,-32.490,150.600,1972,1996,Pgm,0.014,0.957,0.029,,,138
Yarrawonga,5NN,-32.490,150.600,1972,1996,Pgm,0.021,0.977,0.002,,,1102
Yarrawonga,5O,-32.490,150.600,1972,1996,Pgm,0.020,0.969,0.011,,,548
Yarrawonga,5OO,-32.490,150.600,1972,1996,Pgm,0.026,0.974,0.000,,,312
Yarrawonga,5P,-32.490,150.600,1972,1996,Pgm,0.035,0.961,0.004,,,770
Yarrawonga,5PP,-32.490,150.600,1972,1996,Pgm,0.037,0.963,0.000,,,162
Yarrawonga,5Q,-32.490,150.600,1972,1996,Pgm,0.028,0.972,0.000,,,142
Yarrawonga,5QQ,-32.490,150.600,1972,1996,Pgm,0.013,0.987,0.000,,,76
Yarrawonga,5R,-32.490,150.600,1972,1996,Pgm,0.000,1.000,0.000,,,122
Yarrawonga,5RR,-32.490,150.600,1972,1996,Pgm,0.000,1.000,0.000,,,142
Yarrawonga,5S,-32.490,150.600,1972,1996,Pgm,0.032,0.968,0.000,,,62
Yarrawonga,5SS,-32.490,150.600,1972,1996,Pgm,0.013,0.987,0.000,,,1250
Yarrawonga,5T,-32.490,150.600,1972,1996,Pgm,0.056,0.944,0.000,,,18
Yarrawonga,5TT,-32.490,150.600,1972,1996,Pgm,0.014,0.986,0.000,,,286
Yarrawonga,5U,-32.490,150.600,1972,1996,Pgm,0.023,0.977,0.000,,,44
Yarrawonga,5UU,-32.490,150.600,1972,1996,Pgm,0.011,0.989,0.000,,,664
Yarrawonga,5V,-32.490,150.600,1972,1996,Pgm,0.000,1.000,0.000,,,202
Yarrawonga,5VV,-32.490,150.600,1972,1996,Pgm,0.015,0.983,0.002,,,1802
Yarrawonga,5W,-32.490,150.600,1972,1996,Pgm,0.021,0.978,0.001,,,1884
Yarrawonga,5X,-32.490,150.600,1972,1996,Pgm,0.011,0.989,0.000,,,266
Yarrawonga,5Y,-32.490,150.600,1972,1996,Pgm,0.029,0.971,0.000,,,70
Yarrawonga,5Z,-32.490,150.600,1972,1996,Pgm,0.011,0.989,0.000,,,186
Woodlands_Hill,4B,-32.500,150.783,1972,1996,Pgm,0.000,1.000,0.000,,,56
Woodlands_Hill,4C,-32.500,150.783,1972,1996,Pgm,0.000,1.000,0.000,,,168
Warkworth,3B,-32.567,151.017,1972,1996,Pgm,0.042,0.958,0.000,,,118
Warkworth,3C,-32.567,151.017,1972,1996,Pgm,0.011,0.989,0.000,,,94
Warkworth,3D,-32.567,151.017,1972,1996,Pgm,0.021,0.979,0.000,,,192
Warkworth,3E,-32.567,151.017,1972,1996,Pgm,0.033,0.967,0.000,,,212
Lady_Jane_Beach,58,-33.833,151.300,1972,1996,Pgm,0.000,1.000,0.000,,,90
Cobbity,2,-34.017,150.667,1972,1996,Pgm,0.000,1.000,0.000,,,332
Cawdor,1,-34.100,150.667,1972,1996,Pgm,0.000,1.000,0.000,,,84
Mildura,48,-34.217,142.150,1972,1996,Pgm,0.125,0.875,0.000,,,120
"Block_598,_Cardross",43,-34.300,142.150,1972,1996,Pgm,0.004,0.996,0.000,,,274
Cardross_Reserve,44,-34.300,142.167,1972,1996,Pgm,0.029,0.967,0.004,,,456
"Cureton_Ave,_Sunnycliffs",47,-34.300,142.200,1972,1996,Pgm,0.036,0.964,0.000,,,84
"Block_575,_Cardross",42,-34.317,142.133,1972,1996,Pgm,0.008,0.992,0.000,,,132
"Block_260,_Sunnycliffs",45,-34.317,142.183,1972,1996,Pgm,0.024,0.976,0.000,,,380
"Block_270,_Sunnycliffs",46,-34.317,142.200,1972,1996,Pgm,0.012,0.988,0.000,,,86
Parafield,62,-34.800,138.650,1972,1996,Pgm,0.000,1.000,0.000,,,300
Pooraka,49,-34.817,138.117,1972,1996,Pgm,0.019,0.981,0.000,,,54
Wood_Wood,41,-35.117,143.350,1972,1996,Pgm,0.056,0.944,0.000,,,412
Dead_Horse_Lane,40,-35.367,143.550,1972,1996,Pgm,0.213,0.787,0.000,,,122
Bulla,63A,-37.654,144.769,1972,1996,Pgm,0.000,1.000,0.000,,,396
Bulla,63B,-37.654,144.769,1972,1996,Pgm,0.000,0.998,0.002,,,552
Bulla,63C,-37.654,144.769,1972,1996,Pgm,0.000,1.000,0.000,,,70
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
